period,btc,always,hi,lo,spread
2022-01-01,-0.5740045542710175,0.19199268556900784,0.5151193732607291,-0.4870695426738807,1.0021889159346098
2022-07-01,-0.16159336994621587,0.033354259841465325,-0.008515068761481205,-0.29282281007314914,0.2843077413116679
2023-01-01,0.8430972162409331,-0.1353026048963104,-0.057963995417474865,-0.3235107507191504,0.26554675530167554
2023-07-01,0.3909982923224251,-0.22644599220165273,-0.04711259246949001,-0.389601732551694,0.342489140082204
2024-01-01,0.482902985531233,-0.09434279372467808,-0.01462139716614478,-0.5139954621123903,0.49937406494624553
2024-07-01,0.475085237183132,-0.008035060188669087,-0.09632337305287125,-0.44990320989044036,0.3535798368375691
2025-01-01,0.14182372095580864,0.0763260716198226,0.7683634451130882,-0.10406813422750383,0.872431579340592
2025-07-01,-0.18232788562022784,-0.04735767257677178,0.155562762477819,-0.16787077144511786,0.32343353392293683
2026-01-01,-0.31205204288139643,0.08529570521244913,0.17430465602346082,0.1337673769088788,0.04053727911458202
